"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・アウオ段","がんぜない","ガンゼナイ,ガンゼナシ,ガンゼナカラ,ガンゼナカロ,ガンゼナカッ,ガンゼナク,ガンゼナクッ,ガンゼナウ,ガンゼナゥ,ガンゼナキ,ガンゼナケレ,ガンゼナカレ,ガンゼナケリャ,ガンゼナキャ,ガンゼナ","がんぜない","がんぜなし","がんぜなから","がんぜなかろ","がんぜなかっ","がんぜなくっ","がんぜなぅ","がんぜなき","がんぜなけれ","がんぜなかれ","がんぜなけりゃ","がんぜなきゃ","がんぜな",""
"自立","*","*","形容詞・イ段","ふんべつらしい","フンベツラシイ,フンベツラシ,フンベツラシカラ,フンベツラシカロ,フンベツラシカッ,フンベツラシク,フンベツラシクッ,フンベツラシュウ,フンベツラシュゥ,フンベツラシキ,フンベツラシケレ,フンベツラシカレ,フンベツラシケリャ,フンベツラシキャ,フンベツラシ","ふんべつらしい","ふんべつらし","ふんべつらしから","ふんべつらしかろ","ふんべつらしかっ","ふんべつらしくっ","ふんべつらしゅぅ","ふんべつらしき","ふんべつらしけれ","ふんべつらしかれ","ふんべつらしけりゃ","ふんべつらしきゃ","ふんべつらし",""
"自立","*","*","形容詞・イ段","うやうやしい","ウヤウヤシイ,ウヤウヤシ,ウヤウヤシカラ,ウヤウヤシカロ,ウヤウヤシカッ,ウヤウヤシク,ウヤウヤシクッ,ウヤウヤシュウ,ウヤウヤシュゥ,ウヤウヤシキ,ウヤウヤシケレ,ウヤウヤシカレ,ウヤウヤシケリャ,ウヤウヤシキャ,ウヤウヤシ","うやうやしい","うやうやし","うやうやしから","うやうやしかろ","うやうやしかっ","うやうやしくっ","うやうやしゅぅ","うやうやしき","うやうやしけれ","うやうやしかれ","うやうやしけりゃ","うやうやしきゃ","うやうやし",""
"自立","*","*","形容詞・アウオ段","度がたい","ドシガタイ,ドシガタシ,ドシガタカラ,ドシガタカロ,ドシガタカッ,ドシガタク,ドシガタクッ,ドシガタウ,ドシガタゥ,ドシガタキ,ドシガタケレ,ドシガタカレ,ドシガタケリャ,ドシガタキャ,ドシガタ","度がたい","度がたし","度がたから","度がたかろ","度がたかっ","度がたくっ","度がたぅ","度がたき","度がたけれ","度がたかれ","度がたけりゃ","度がたきゃ","度がた",""
"自立","*","*","形容詞・アウオ段","真っ黒い","マックロイ,マックロシ,マックロカラ,マックロカロ,マックロカッ,マックロク,マックロクッ,マックロウ,マックロゥ,マックロキ,マックロケレ,マックロカレ,マックロケリャ,マックロキャ,マックロ","真っ黒い","真っ黒し","真っ黒から","真っ黒かろ","真っ黒かっ","真っ黒くっ","真っ黒ぅ","真っ黒き","真っ黒けれ","真っ黒かれ","真っ黒けりゃ","真っ黒きゃ","真っ黒",""
"自立","*","*","形容詞・アウオ段","きなくさい","キナクサイ,キナクサシ,キナクサカラ,キナクサカロ,キナクサカッ,キナクサク,キナクサクッ,キナクサウ,キナクサゥ,キナクサキ,キナクサケレ,キナクサカレ,キナクサケリャ,キナクサキャ,キナクサ","きなくさい","きなくさし","きなくさから","きなくさかろ","きなくさかっ","きなくさくっ","きなくさぅ","きなくさき","きなくさけれ","きなくさかれ","きなくさけりゃ","きなくさきゃ","きなくさ",""
"自立","*","*","形容詞・イ段","恋しい","コイシイ,コイシ,コイシカラ,コイシカロ,コイシカッ,コイシク,コイシクッ,コイシュウ,コイシュゥ,コイシキ,コイシケレ,コイシカレ,コイシケリャ,コイシキャ,コイシ","恋しい","恋し","恋しから","恋しかろ","恋しかっ","恋しくっ","恋しゅぅ","恋しき","恋しけれ","恋しかれ","恋しけりゃ","恋しきゃ","恋し",""
"自立","*","*","形容詞・アウオ段","心憎い","ココロニクイ,ココロニクシ,ココロニクカラ,ココロニクカロ,ココロニクカッ,ココロニクク,ココロニククッ,ココロニクウ,ココロニクゥ,ココロニクキ,ココロニクケレ,ココロニクカレ,ココロニクケリャ,ココロニクキャ,ココロニク","心憎い","心憎し","心憎から","心憎かろ","心憎かっ","心憎くっ","心憎ぅ","心憎き","心憎けれ","心憎かれ","心憎けりゃ","心憎きゃ","心憎",""
"自立","*","*","形容詞・イ段","詳しい","クワシイ,クワシ,クワシカラ,クワシカロ,クワシカッ,クワシク,クワシクッ,クワシュウ,クワシュゥ,クワシキ,クワシケレ,クワシカレ,クワシケリャ,クワシキャ,クワシ","詳しい","詳し","詳しから","詳しかろ","詳しかっ","詳しくっ","詳しゅぅ","詳しき","詳しけれ","詳しかれ","詳しけりゃ","詳しきゃ","詳し",""
"自立","*","*","形容詞・アウオ段","青じろい","アオジロイ,アオジロシ,アオジロカラ,アオジロカロ,アオジロカッ,アオジロク,アオジロクッ,アオジロウ,アオジロゥ,アオジロキ,アオジロケレ,アオジロカレ,アオジロケリャ,アオジロキャ,アオジロ","青じろい","青じろし","青じろから","青じろかろ","青じろかっ","青じろくっ","青じろぅ","青じろき","青じろけれ","青じろかれ","青じろけりゃ","青じろきゃ","青じろ",""
"自立","*","*","形容詞・イ段","惜しい","オシイ,オシ,オシカラ,オシカロ,オシカッ,オシク,オシクッ,オシュウ,オシュゥ,オシキ,オシケレ,オシカレ,オシケリャ,オシキャ,オシ","惜しい","惜し","惜しから","惜しかろ","惜しかっ","惜しくっ","惜しゅぅ","惜しき","惜しけれ","惜しかれ","惜しけりゃ","惜しきゃ","惜し",""
"自立","*","*","形容詞・アウオ段","熟柿臭い","ジュクシクサイ,ジュクシクサシ,ジュクシクサカラ,ジュクシクサカロ,ジュクシクサカッ,ジュクシクサク,ジュクシクサクッ,ジュクシクサウ,ジュクシクサゥ,ジュクシクサキ,ジュクシクサケレ,ジュクシクサカレ,ジュクシクサケリャ,ジュクシクサキャ,ジュクシクサ","熟柿臭い","熟柿臭し","熟柿臭から","熟柿臭かろ","熟柿臭かっ","熟柿臭くっ","熟柿臭ぅ","熟柿臭き","熟柿臭けれ","熟柿臭かれ","熟柿臭けりゃ","熟柿臭きゃ","熟柿臭",""
"自立","*","*","形容詞・イ段","白々しい","シラジラシイ,シラジラシ,シラジラシカラ,シラジラシカロ,シラジラシカッ,シラジラシク,シラジラシクッ,シラジラシュウ,シラジラシュゥ,シラジラシキ,シラジラシケレ,シラジラシカレ,シラジラシケリャ,シラジラシキャ,シラジラシ","白々しい","白々し","白々しから","白々しかろ","白々しかっ","白々しくっ","白々しゅぅ","白々しき","白々しけれ","白々しかれ","白々しけりゃ","白々しきゃ","白々し",""
"自立","*","*","形容詞・アウオ段","みずくさい","ミズクサイ,ミズクサシ,ミズクサカラ,ミズクサカロ,ミズクサカッ,ミズクサク,ミズクサクッ,ミズクサウ,ミズクサゥ,ミズクサキ,ミズクサケレ,ミズクサカレ,ミズクサケリャ,ミズクサキャ,ミズクサ","みずくさい","みずくさし","みずくさから","みずくさかろ","みずくさかっ","みずくさくっ","みずくさぅ","みずくさき","みずくさけれ","みずくさかれ","みずくさけりゃ","みずくさきゃ","みずくさ",""
"自立","*","*","形容詞・アウオ段","きざっぽい","キザッポイ,キザッポシ,キザッポカラ,キザッポカロ,キザッポカッ,キザッポク,キザッポクッ,キザッポウ,キザッポゥ,キザッポキ,キザッポケレ,キザッポカレ,キザッポケリャ,キザッポキャ,キザッポ","きざっぽい","きざっぽし","きざっぽから","きざっぽかろ","きざっぽかっ","きざっぽくっ","きざっぽぅ","きざっぽき","きざっぽけれ","きざっぽかれ","きざっぽけりゃ","きざっぽきゃ","きざっぽ",""
"自立","*","*","形容詞・イ段","おとなしい","オトナシイ,オトナシ,オトナシカラ,オトナシカロ,オトナシカッ,オトナシク,オトナシクッ,オトナシュウ,オトナシュゥ,オトナシキ,オトナシケレ,オトナシカレ,オトナシケリャ,オトナシキャ,オトナシ","おとなしい","おとなし","おとなしから","おとなしかろ","おとなしかっ","おとなしくっ","おとなしゅぅ","おとなしき","おとなしけれ","おとなしかれ","おとなしけりゃ","おとなしきゃ","おとなし",""
"自立","*","*","形容詞・アウオ段","歯痒い","ハガユイ,ハガユシ,ハガユカラ,ハガユカロ,ハガユカッ,ハガユク,ハガユクッ,ハガユウ,ハガユゥ,ハガユキ,ハガユケレ,ハガユカレ,ハガユケリャ,ハガユキャ,ハガユ","歯痒い","歯痒し","歯痒から","歯痒かろ","歯痒かっ","歯痒くっ","歯痒ぅ","歯痒き","歯痒けれ","歯痒かれ","歯痒けりゃ","歯痒きゃ","歯痒",""
"自立","*","*","形容詞・アウオ段","こすっからい","コスッカライ,コスッカラシ,コスッカラカラ,コスッカラカロ,コスッカラカッ,コスッカラク,コスッカラクッ,コスッカラウ,コスッカラゥ,コスッカラキ,コスッカラケレ,コスッカラカレ,コスッカラケリャ,コスッカラキャ,コスッカラ","こすっからい","こすっからし","こすっからから","こすっからかろ","こすっからかっ","こすっからくっ","こすっからぅ","こすっからき","こすっからけれ","こすっからかれ","こすっからけりゃ","こすっからきゃ","こすっから",""
"自立","*","*","不変化型","気持ちいい","キモチイイ","気持ちいい","","","","","","","","","","","","",""
"自立","*","*","形容詞・アウオ段","渋い","シブイ,シブシ,シブカラ,シブカロ,シブカッ,シブク,シブクッ,シブウ,シブゥ,シブキ,シブケレ,シブカレ,シブケリャ,シブキャ,シブ","渋い","渋し","渋から","渋かろ","渋かっ","渋くっ","渋ぅ","渋き","渋けれ","渋かれ","渋けりゃ","渋きゃ","渋",""
"自立","*","*","形容詞・アウオ段","青白い","アオジロイ,アオジロシ,アオジロカラ,アオジロカロ,アオジロカッ,アオジロク,アオジロクッ,アオジロウ,アオジロゥ,アオジロキ,アオジロケレ,アオジロカレ,アオジロケリャ,アオジロキャ,アオジロ","青白い","青白し","青白から","青白かろ","青白かっ","青白くっ","青白ぅ","青白き","青白けれ","青白かれ","青白けりゃ","青白きゃ","青白",""
"自立","*","*","形容詞・アウオ段","残多い","ノコリオオイ,ノコリオオシ,ノコリオオカラ,ノコリオオカロ,ノコリオオカッ,ノコリオオク,ノコリオオクッ,ノコリオオウ,ノコリオオゥ,ノコリオオキ,ノコリオオケレ,ノコリオオカレ,ノコリオオケリャ,ノコリオオキャ,ノコリオオ","残多い","残多し","残多から","残多かろ","残多かっ","残多くっ","残多ぅ","残多き","残多けれ","残多かれ","残多けりゃ","残多きゃ","残多",""
"自立","*","*","形容詞・アウオ段","気強い","キヅヨイ,キヅヨシ,キヅヨカラ,キヅヨカロ,キヅヨカッ,キヅヨク,キヅヨクッ,キヅヨウ,キヅヨゥ,キヅヨキ,キヅヨケレ,キヅヨカレ,キヅヨケリャ,キヅヨキャ,キヅヨ","気強い","気強し","気強から","気強かろ","気強かっ","気強くっ","気強ぅ","気強き","気強けれ","気強かれ","気強けりゃ","気強きゃ","気強",""
"自立","*","*","形容詞・アウオ段","ほねっぽい","ホネッポイ,ホネッポシ,ホネッポカラ,ホネッポカロ,ホネッポカッ,ホネッポク,ホネッポクッ,ホネッポウ,ホネッポゥ,ホネッポキ,ホネッポケレ,ホネッポカレ,ホネッポケリャ,ホネッポキャ,ホネッポ","ほねっぽい","ほねっぽし","ほねっぽから","ほねっぽかろ","ほねっぽかっ","ほねっぽくっ","ほねっぽぅ","ほねっぽき","ほねっぽけれ","ほねっぽかれ","ほねっぽけりゃ","ほねっぽきゃ","ほねっぽ",""
"自立","*","*","形容詞・イ段","堅苦しい","カタクルシイ,カタクルシ,カタクルシカラ,カタクルシカロ,カタクルシカッ,カタクルシク,カタクルシクッ,カタクルシュウ,カタクルシュゥ,カタクルシキ,カタクルシケレ,カタクルシカレ,カタクルシケリャ,カタクルシキャ,カタクルシ","堅苦しい","堅苦し","堅苦しから","堅苦しかろ","堅苦しかっ","堅苦しくっ","堅苦しゅぅ","堅苦しき","堅苦しけれ","堅苦しかれ","堅苦しけりゃ","堅苦しきゃ","堅苦し",""
"自立","*","*","形容詞・アウオ段","手がるい","テガルイ,テガルシ,テガルカラ,テガルカロ,テガルカッ,テガルク,テガルクッ,テガルウ,テガルゥ,テガルキ,テガルケレ,テガルカレ,テガルケリャ,テガルキャ,テガル","手がるい","手がるし","手がるから","手がるかろ","手がるかっ","手がるくっ","手がるぅ","手がるき","手がるけれ","手がるかれ","手がるけりゃ","手がるきゃ","手がる",""
"自立","*","*","形容詞・アウオ段","煩い","ウルサイ,ウルサシ,ウルサカラ,ウルサカロ,ウルサカッ,ウルサク,ウルサクッ,ウルサウ,ウルサゥ,ウルサキ,ウルサケレ,ウルサカレ,ウルサケリャ,ウルサキャ,ウルサ","煩い","煩し","煩から","煩かろ","煩かっ","煩くっ","煩ぅ","煩き","煩けれ","煩かれ","煩けりゃ","煩きゃ","煩",""
"自立","*","*","形容詞・イ段","如何わしい","イカガワシイ,イカガワシ,イカガワシカラ,イカガワシカロ,イカガワシカッ,イカガワシク,イカガワシクッ,イカガワシュウ,イカガワシュゥ,イカガワシキ,イカガワシケレ,イカガワシカレ,イカガワシケリャ,イカガワシキャ,イカガワシ","如何わしい","如何わし","如何わしから","如何わしかろ","如何わしかっ","如何わしくっ","如何わしゅぅ","如何わしき","如何わしけれ","如何わしかれ","如何わしけりゃ","如何わしきゃ","如何わし",""
"自立","*","*","形容詞・アウオ段","まずい","マズイ,マズシ,マズカラ,マズカロ,マズカッ,マズク,マズクッ,マズウ,マズゥ,マズキ,マズケレ,マズカレ,マズケリャ,マズキャ,マズ","まずい","まずし","まずから","まずかろ","まずかっ","まずくっ","まずぅ","まずき","まずけれ","まずかれ","まずけりゃ","まずきゃ","まず",""
"自立","*","*","形容詞・イ段","甲斐甲斐しい","カイガイシイ,カイガイシ,カイガイシカラ,カイガイシカロ,カイガイシカッ,カイガイシク,カイガイシクッ,カイガイシュウ,カイガイシュゥ,カイガイシキ,カイガイシケレ,カイガイシカレ,カイガイシケリャ,カイガイシキャ,カイガイシ","甲斐甲斐しい","甲斐甲斐し","甲斐甲斐しから","甲斐甲斐しかろ","甲斐甲斐しかっ","甲斐甲斐しくっ","甲斐甲斐しゅぅ","甲斐甲斐しき","甲斐甲斐しけれ","甲斐甲斐しかれ","甲斐甲斐しけりゃ","甲斐甲斐しきゃ","甲斐甲斐し",""
"自立","*","*","形容詞・アウオ段","なかよい","ナカヨイ,ナカヨシ,ナカヨカラ,ナカヨカロ,ナカヨカッ,ナカヨク,ナカヨクッ,ナカヨウ,ナカヨゥ,ナカヨキ,ナカヨケレ,ナカヨカレ,ナカヨケリャ,ナカヨキャ,ナカヨ","なかよい","なかよし","なかよから","なかよかろ","なかよかっ","なかよくっ","なかよぅ","なかよき","なかよけれ","なかよかれ","なかよけりゃ","なかよきゃ","なかよ",""
"自立","*","*","形容詞・アウオ段","並無い","ナラビナイ,ナラビナシ,ナラビナカラ,ナラビナカロ,ナラビナカッ,ナラビナク,ナラビナクッ,ナラビナウ,ナラビナゥ,ナラビナキ,ナラビナケレ,ナラビナカレ,ナラビナケリャ,ナラビナキャ,ナラビナ","並無い","並無し","並無から","並無かろ","並無かっ","並無くっ","並無ぅ","並無き","並無けれ","並無かれ","並無けりゃ","並無きゃ","並無",""
"自立","*","*","形容詞・アウオ段","恐れ多い","オソレオオイ,オソレオオシ,オソレオオカラ,オソレオオカロ,オソレオオカッ,オソレオオク,オソレオオクッ,オソレオオウ,オソレオオゥ,オソレオオキ,オソレオオケレ,オソレオオカレ,オソレオオケリャ,オソレオオキャ,オソレオオ","恐れ多い","恐れ多し","恐れ多から","恐れ多かろ","恐れ多かっ","恐れ多くっ","恐れ多ぅ","恐れ多き","恐れ多けれ","恐れ多かれ","恐れ多けりゃ","恐れ多きゃ","恐れ多",""
"自立","*","*","形容詞・アウオ段","手軽い","テガルイ,テガルシ,テガルカラ,テガルカロ,テガルカッ,テガルク,テガルクッ,テガルウ,テガルゥ,テガルキ,テガルケレ,テガルカレ,テガルケリャ,テガルキャ,テガル","手軽い","手軽し","手軽から","手軽かろ","手軽かっ","手軽くっ","手軽ぅ","手軽き","手軽けれ","手軽かれ","手軽けりゃ","手軽きゃ","手軽",""
"自立","*","*","形容詞・アウオ段","怪い","アヤイ,アヤシ,アヤカラ,アヤカロ,アヤカッ,アヤク,アヤクッ,アヤウ,アヤゥ,アヤキ,アヤケレ,アヤカレ,アヤケリャ,アヤキャ,アヤ","怪い","怪し","怪から","怪かろ","怪かっ","怪くっ","怪ぅ","怪き","怪けれ","怪かれ","怪けりゃ","怪きゃ","怪",""
"非自立","*","*","形容詞・アウオ段","良い","ヨイ,ヨシ,ヨカラ,ヨカロ,ヨカッ,ヨク,ヨクッ,ヨウ,ヨゥ,ヨキ,ヨケレ,ヨカレ,ヨケリャ,ヨキャ,ヨ,イイ,イシ,イカラ,イカロ,イカッ,イク,イクッ,イウ,イゥ,イキ,イケレ,イカレ,イケリャ,イキャ,イ","良い","良し","良から","良かろ","良かっ","良くっ","良ぅ","良き","良けれ","良かれ","良けりゃ","良きゃ","良",""
"自立","*","*","形容詞・アウオ段","良い","ヨイ,ヨシ,ヨカラ,ヨカロ,ヨカッ,ヨク,ヨクッ,ヨウ,ヨゥ,ヨキ,ヨケレ,ヨカレ,ヨケリャ,ヨキャ,ヨ,イイ,イシ,イカラ,イカロ,イカッ,イク,イクッ,イウ,イゥ,イキ,イケレ,イカレ,イケリャ,イキャ,イ","良い","良し","良から","良かろ","良かっ","良くっ","良ぅ","良き","良けれ","良かれ","良けりゃ","良きゃ","良",""
"自立","*","*","形容詞・イ段","こむずかしい","コムズカシイ,コムズカシ,コムズカシカラ,コムズカシカロ,コムズカシカッ,コムズカシク,コムズカシクッ,コムズカシュウ,コムズカシュゥ,コムズカシキ,コムズカシケレ,コムズカシカレ,コムズカシケリャ,コムズカシキャ,コムズカシ","こむずかしい","こむずかし","こむずかしから","こむずかしかろ","こむずかしかっ","こむずかしくっ","こむずかしゅぅ","こむずかしき","こむずかしけれ","こむずかしかれ","こむずかしけりゃ","こむずかしきゃ","こむずかし",""
"自立","*","*","形容詞・アウオ段","臭い","クサイ,クサシ,クサカラ,クサカロ,クサカッ,クサク,クサクッ,クサウ,クサゥ,クサキ,クサケレ,クサカレ,クサケリャ,クサキャ,クサ","臭い","臭し","臭から","臭かろ","臭かっ","臭くっ","臭ぅ","臭き","臭けれ","臭かれ","臭けりゃ","臭きゃ","臭",""
"接尾","*","*","形容詞・アウオ段","臭い","クサイ,クサシ,クサカラ,クサカロ,クサカッ,クサク,クサクッ,クサウ,クサゥ,クサキ,クサケレ,クサカレ,クサケリャ,クサキャ,クサ","臭い","臭し","臭から","臭かろ","臭かっ","臭くっ","臭ぅ","臭き","臭けれ","臭かれ","臭けりゃ","臭きゃ","臭",""
"自立","*","*","形容詞・アウオ段","口煩い","クチウルサイ,クチウルサシ,クチウルサカラ,クチウルサカロ,クチウルサカッ,クチウルサク,クチウルサクッ,クチウルサウ,クチウルサゥ,クチウルサキ,クチウルサケレ,クチウルサカレ,クチウルサケリャ,クチウルサキャ,クチウルサ","口煩い","口煩し","口煩から","口煩かろ","口煩かっ","口煩くっ","口煩ぅ","口煩き","口煩けれ","口煩かれ","口煩けりゃ","口煩きゃ","口煩",""
"自立","*","*","形容詞・アウオ段","やわらかい","ヤワラカイ,ヤワラカシ,ヤワラカカラ,ヤワラカカロ,ヤワラカカッ,ヤワラカク,ヤワラカクッ,ヤワラカウ,ヤワラカゥ,ヤワラカキ,ヤワラカケレ,ヤワラカカレ,ヤワラカケリャ,ヤワラカキャ,ヤワラカ","やわらかい","やわらかし","やわらかから","やわらかかろ","やわらかかっ","やわらかくっ","やわらかぅ","やわらかき","やわらかけれ","やわらかかれ","やわらかけりゃ","やわらかきゃ","やわらか",""
"自立","*","*","形容詞・イ段","あたらしい","アタラシイ,アタラシ,アタラシカラ,アタラシカロ,アタラシカッ,アタラシク,アタラシクッ,アタラシュウ,アタラシュゥ,アタラシキ,アタラシケレ,アタラシカレ,アタラシケリャ,アタラシキャ,アタラシ","あたらしい","あたらし","あたらしから","あたらしかろ","あたらしかっ","あたらしくっ","あたらしゅぅ","あたらしき","あたらしけれ","あたらしかれ","あたらしけりゃ","あたらしきゃ","あたらし",""
"自立","*","*","形容詞・アウオ段","執念深い","シュウネンブカイ,シュウネンブカシ,シュウネンブカカラ,シュウネンブカカロ,シュウネンブカカッ,シュウネンブカク,シュウネンブカクッ,シュウネンブカウ,シュウネンブカゥ,シュウネンブカキ,シュウネンブカケレ,シュウネンブカカレ,シュウネンブカケリャ,シュウネンブカキャ,シュウネンブカ","執念深い","執念深し","執念深から","執念深かろ","執念深かっ","執念深くっ","執念深ぅ","執念深き","執念深けれ","執念深かれ","執念深けりゃ","執念深きゃ","執念深",""
"自立","*","*","形容詞・アウオ段","めづらい","メヅライ,メヅラシ,メヅラカラ,メヅラカロ,メヅラカッ,メヅラク,メヅラクッ,メヅラウ,メヅラゥ,メヅラキ,メヅラケレ,メヅラカレ,メヅラケリャ,メヅラキャ,メヅラ","めづらい","めづらし","めづらから","めづらかろ","めづらかっ","めづらくっ","めづらぅ","めづらき","めづらけれ","めづらかれ","めづらけりゃ","めづらきゃ","めづら",""
"自立","*","*","形容詞・アウオ段","憎い","ニクイ,ニクシ,ニクカラ,ニクカロ,ニクカッ,ニクク,ニククッ,ニクウ,ニクゥ,ニクキ,ニクケレ,ニクカレ,ニクケリャ,ニクキャ,ニク","憎い","憎し","憎から","憎かろ","憎かっ","憎くっ","憎ぅ","憎き","憎けれ","憎かれ","憎けりゃ","憎きゃ","憎",""
"自立","*","*","形容詞・アウオ段","煙たい","ケムタイ,ケムタシ,ケムタカラ,ケムタカロ,ケムタカッ,ケムタク,ケムタクッ,ケムタウ,ケムタゥ,ケムタキ,ケムタケレ,ケムタカレ,ケムタケリャ,ケムタキャ,ケムタ","煙たい","煙たし","煙たから","煙たかろ","煙たかっ","煙たくっ","煙たぅ","煙たき","煙たけれ","煙たかれ","煙たけりゃ","煙たきゃ","煙た",""
"自立","*","*","形容詞・アウオ段","素早い","スバヤイ,スバヤシ,スバヤカラ,スバヤカロ,スバヤカッ,スバヤク,スバヤクッ,スバヤウ,スバヤゥ,スバヤキ,スバヤケレ,スバヤカレ,スバヤケリャ,スバヤキャ,スバヤ","素早い","素早し","素早から","素早かろ","素早かっ","素早くっ","素早ぅ","素早き","素早けれ","素早かれ","素早けりゃ","素早きゃ","素早",""
"自立","*","*","形容詞・イ段","くるしい","クルシイ,クルシ,クルシカラ,クルシカロ,クルシカッ,クルシク,クルシクッ,クルシュウ,クルシュゥ,クルシキ,クルシケレ,クルシカレ,クルシケリャ,クルシキャ,クルシ","くるしい","くるし","くるしから","くるしかろ","くるしかっ","くるしくっ","くるしゅぅ","くるしき","くるしけれ","くるしかれ","くるしけりゃ","くるしきゃ","くるし",""
"自立","*","*","形容詞・イ段","とげとげしい","トゲトゲシイ,トゲトゲシ,トゲトゲシカラ,トゲトゲシカロ,トゲトゲシカッ,トゲトゲシク,トゲトゲシクッ,トゲトゲシュウ,トゲトゲシュゥ,トゲトゲシキ,トゲトゲシケレ,トゲトゲシカレ,トゲトゲシケリャ,トゲトゲシキャ,トゲトゲシ","とげとげしい","とげとげし","とげとげしから","とげとげしかろ","とげとげしかっ","とげとげしくっ","とげとげしゅぅ","とげとげしき","とげとげしけれ","とげとげしかれ","とげとげしけりゃ","とげとげしきゃ","とげとげし",""
"自立","*","*","形容詞・アウオ段","あまい","アマイ,アマシ,アマカラ,アマカロ,アマカッ,アマク,アマクッ,アマウ,アマゥ,アマキ,アマケレ,アマカレ,アマケリャ,アマキャ,アマ","あまい","あまし","あまから","あまかろ","あまかっ","あまくっ","あまぅ","あまき","あまけれ","あまかれ","あまけりゃ","あまきゃ","あま",""
"自立","*","*","形容詞・イ段","呪わしい","ノロワシイ,ノロワシ,ノロワシカラ,ノロワシカロ,ノロワシカッ,ノロワシク,ノロワシクッ,ノロワシュウ,ノロワシュゥ,ノロワシキ,ノロワシケレ,ノロワシカレ,ノロワシケリャ,ノロワシキャ,ノロワシ","呪わしい","呪わし","呪わしから","呪わしかろ","呪わしかっ","呪わしくっ","呪わしゅぅ","呪わしき","呪わしけれ","呪わしかれ","呪わしけりゃ","呪わしきゃ","呪わし",""
"自立","*","*","形容詞・アウオ段","いたい","イタイ,イタシ,イタカラ,イタカロ,イタカッ,イタク,イタクッ,イタウ,イタゥ,イタキ,イタケレ,イタカレ,イタケリャ,イタキャ,イタ","いたい","いたし","いたから","いたかろ","いたかっ","いたくっ","いたぅ","いたき","いたけれ","いたかれ","いたけりゃ","いたきゃ","いた",""
"自立","*","*","形容詞・アウオ段","ほそい","ホソイ,ホソシ,ホソカラ,ホソカロ,ホソカッ,ホソク,ホソクッ,ホソウ,ホソゥ,ホソキ,ホソケレ,ホソカレ,ホソケリャ,ホソキャ,ホソ","ほそい","ほそし","ほそから","ほそかろ","ほそかっ","ほそくっ","ほそぅ","ほそき","ほそけれ","ほそかれ","ほそけりゃ","ほそきゃ","ほそ",""
"自立","*","*","形容詞・アウオ段","はだざむい","ハダザムイ,ハダザムシ,ハダザムカラ,ハダザムカロ,ハダザムカッ,ハダザムク,ハダザムクッ,ハダザムウ,ハダザムゥ,ハダザムキ,ハダザムケレ,ハダザムカレ,ハダザムケリャ,ハダザムキャ,ハダザム","はだざむい","はだざむし","はだざむから","はだざむかろ","はだざむかっ","はだざむくっ","はだざむぅ","はだざむき","はだざむけれ","はだざむかれ","はだざむけりゃ","はだざむきゃ","はだざむ",""
"自立","*","*","形容詞・アウオ段","聞きにくい","キキニクイ,キキニクシ,キキニクカラ,キキニクカロ,キキニクカッ,キキニクク,キキニククッ,キキニクウ,キキニクゥ,キキニクキ,キキニクケレ,キキニクカレ,キキニクケリャ,キキニクキャ,キキニク","聞きにくい","聞きにくし","聞きにくから","聞きにくかろ","聞きにくかっ","聞きにくくっ","聞きにくぅ","聞きにくき","聞きにくけれ","聞きにくかれ","聞きにくけりゃ","聞きにくきゃ","聞きにく",""
"自立","*","*","形容詞・アウオ段","塩辛い","シオカライ,シオカラシ,シオカラカラ,シオカラカロ,シオカラカッ,シオカラク,シオカラクッ,シオカラウ,シオカラゥ,シオカラキ,シオカラケレ,シオカラカレ,シオカラケリャ,シオカラキャ,シオカラ","塩辛い","塩辛し","塩辛から","塩辛かろ","塩辛かっ","塩辛くっ","塩辛ぅ","塩辛き","塩辛けれ","塩辛かれ","塩辛けりゃ","塩辛きゃ","塩辛",""
"自立","*","*","形容詞・イ段","めめしい","メメシイ,メメシ,メメシカラ,メメシカロ,メメシカッ,メメシク,メメシクッ,メメシュウ,メメシュゥ,メメシキ,メメシケレ,メメシカレ,メメシケリャ,メメシキャ,メメシ","めめしい","めめし","めめしから","めめしかろ","めめしかっ","めめしくっ","めめしゅぅ","めめしき","めめしけれ","めめしかれ","めめしけりゃ","めめしきゃ","めめし",""
"自立","*","*","形容詞・アウオ段","ならびない","ナラビナイ,ナラビナシ,ナラビナカラ,ナラビナカロ,ナラビナカッ,ナラビナク,ナラビナクッ,ナラビナウ,ナラビナゥ,ナラビナキ,ナラビナケレ,ナラビナカレ,ナラビナケリャ,ナラビナキャ,ナラビナ","ならびない","ならびなし","ならびなから","ならびなかろ","ならびなかっ","ならびなくっ","ならびなぅ","ならびなき","ならびなけれ","ならびなかれ","ならびなけりゃ","ならびなきゃ","ならびな",""
